Company,Product,TypeName,Inches,ScreenResolution,CPU_Frequency (GHz),RAM (GB),Memory,OpSys,Weight (kg),Price,CPU,GPU,Memory_Type,GPU_Type,Memory_Type_Score,GPU_Type_Score,Price_Range
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,1.8,16,512GB SSD,Windows 10,2.5,1271,Intel Core i7 8550U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire 3,Notebook,15.6,1366x768,3.0,4,256GB SSD,Windows 10,2.1,451,AMD A9-Series 9420,AMD Radeon R5,SSD,Integrated,3.0,1,Low Budget
HP,250 G6,Notebook,15.6,1366x768,1.6,4,500GB HDD,No OS,1.86,259,Intel Celeron Dual Core N3060,Intel HD Graphics 400,HDD,Integrated,1.0,1,Low Budget
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,1.6,8,1TB HDD,Windows 10,1.63,812,Intel Core i5 8250U,Intel UHD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,1.5,4,64GB SSD,Windows 10 S,1.65,277,AMD E-Series 6110,AMD Radeon R2,SSD,Integrated,3.0,1,Low Budget
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,1.8,16,256GB SSD +  2TB HDD,Windows 10,2.8,1396,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,2.5,928,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,2.5,8,1TB HDD,Windows 10,2.36,638,Intel Core i5 7200U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,Windows 10,2.2,449,Intel Core i3 6006U,AMD Radeon R5 M430,HDD,Integrated,1.0,1,Low Budget
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.6,884,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,2.7,4,256GB SSD,Windows 10,2.2,572,Intel Core i3 7130U,Nvidia GeForce MX130,SSD,Integrated,3.0,1,Low Budget
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,2.7,8,1TB HDD,Windows 10,2.05,598,Intel Core i7 7500U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.63,988,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,1.1,4,1TB HDD,No OS,1.9,252,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,2.5,8,128GB SSD +  1TB HDD,Windows 10,3.0,938,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,No OS,2.2,499,Intel Core i5 7200U,Nvidia GeForce 920MX,HDD,Integrated,1.0,1,Low Budget
HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,1.32,699,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,2.7,4,1TB HDD,Windows 10,3.0,655,Intel Core i3 7130U,Nvidia GeForce MX130,HDD,Integrated,1.0,1,Mid Budget
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,1.75,1116,Intel Core i5 8250U,AMD Radeon RX 550,SSD,Discrete,3.0,2,Mid Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,256GB SSD,No OS,2.4,869,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050M,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.1,602,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
HP,255 G6,Notebook,15.6,1366x768,2.5,4,256GB SSD,Windows 10,1.86,369,AMD A6-Series 9220,AMD Radeon R4 Graphics,SSD,Integrated,3.0,1,Low Budget
Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.25,1099,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.2,8,512GB SSD,Windows 10,0.97,2014,Intel Core M 6Y75,Intel HD Graphics 515,SSD,Integrated,3.0,1,High Budget
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,1.1,4,1TB HDD,Windows 10,2.0,344,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.9,2029,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Acer,Aspire A315-51,Notebook,15.6,1366x768,2.0,4,1TB HDD,Windows 10,2.1,447,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,2.8,16,512GB SSD,Windows 10,2.56,1249,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,2.8,8,1.0TB Hybrid,Windows 10,2.62,899,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,2.5,4,128GB SSD,Windows 10,1.9,498,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.8,1890,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,2.7,4,256GB SSD,Windows 10,1.48,1082,Intel Core i5 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,1.6,6,256GB SSD,Windows 10,1.91,619,Intel Core i5 8250U,AMD Radeon 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,2.4,4,256GB SSD,Windows 10,1.74,629,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1.6,8,256GB SSD,Windows 10,1.1,1315,Intel Core i5 8250U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,1.8,8,256GB SSD,Windows 10,1.56,1049,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.2,4,500GB HDD,Windows 10,2.1,447,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,3.0,4,1TB HDD,Windows 10,2.03,403,AMD A9-Series 9420,AMD Radeon R5 M420,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,1.6,4,256GB SSD,Windows 10,3.0,805,Intel Core i5 8250U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,2.13,728,Intel Core i5 8250U,AMD Radeon 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD,Windows 10,2.5,1079,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire A315-31,Notebook,15.6,1366x768,1.1,4,1TB HDD,Windows 10,2.1,348,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.4,1799,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,1.1,4,1TB HDD,Windows 10,2.1,363,Intel Pentium Quad Core N4200,Intel HD Graphics 505,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.56,1060,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,3.0,854,Intel Core i5 8250U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,1.6,4,500GB HDD,Windows 10,1.49,754,Intel Core i5 8250U,Intel UHD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,2.5,8,256GB SSD,Windows 10,1.05,1349,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,2.5,6,2TB HDD,Windows 10,2.71,699,Intel Core i5 7200U,AMD Radeon 520,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,2.9,4,500GB HDD,No OS,2.2,309,AMD A6-Series 9220,AMD Radeon R4 Graphics,HDD,Integrated,1.0,1,Low Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.4,4,500GB HDD,Windows 10,2.0,489,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,2.5,923,Intel Core i5 8250U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,2.4,8,1TB HDD,Windows 10,2.3,459,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire A315-51,Notebook,15.6,1366x768,2.0,4,128GB SSD,Windows 10,2.1,449,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Low Budget
MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,2.9,32,512GB SSD +  1TB HDD,Windows 10,4.4,2799,Intel Core i7 6920HQ,Nvidia GTX 980 SLI,Hybrid,Integrated,2.5,1,High Budget
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,2.5,8,128GB SSD +  1TB HDD,Windows 10,1.9,813,Intel Core i5 7200U,AMD R17M-M1-70,Hybrid,Integrated,2.5,1,Mid Budget
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.6,8,256GB SSD,Windows 10,1.29,1499,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.8,16,256GB SSD +  2TB HDD,Linux,2.02,1049,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,1.23,1399,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.8,16,512GB SSD,Windows 10,1.4,1849,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.5,8,128GB SSD,Windows 10,2.0,793,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD,No OS,1.95,1199,Intel Core i5 8250U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,1.8,16,512GB SSD,Windows 10,2.77,1549,Intel Core i7 8550U,Nvidia GeForce 150MX,SSD,Integrated,3.0,1,High Budget
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,2.8,16,512GB SSD,Windows 10,2.06,2397,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,No OS,2.4,779,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,1.2,8,256GB SSD,Windows 10,1.12,989,Intel Core i5 7Y54,Intel HD Graphics 615,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,1.8,8,128GB SSD +  1TB HDD,Windows 10,2.8,1085,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,2.7,16,1TB SSD,Windows 10,1.42,2824,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,1.1,4,32GB Flash Storage,Windows 10,1.3,260,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,No OS,1.3,999,Intel Core i5 7200U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,1.6,8,256GB SSD,No OS,2.8,698,Intel Core i5 8250U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1.8,8,1TB HDD,Windows 10,1.62,839,Intel Core i7 8550U,Intel UHD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,1.6,8,1TB HDD,Windows 10,2.5,914,Intel Core i5 8250U,Nvidia GeForce 930MX,HDD,Integrated,1.0,1,Mid Budget
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,2.9,32,1TB SSD,Windows 10,3.49,6099,Intel Core i7 7820HK,Nvidia GeForce GTX 1080,SSD,Integrated,3.0,1,High Budget
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,1.6,8,512GB SSD,Windows 10,1.49,959,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,3.35,1379,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,2.5,1045,Intel Core i7 8550U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,2.8,16,512GB SSD +  1TB HDD,Windows 10,2.65,1845,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,2.3,4,128GB SSD,Windows 10,2.1,493,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Low Budget
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,2.23,742,Intel Core i7 7500U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,16,512GB SSD +  1TB HDD,Windows 10,3.2,1749,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,3.0,16,256GB SSD +  1TB HDD,Windows 10,2.8,3055,Intel Xeon E3-1505M V6,Nvidia Quadro M1200,Hybrid,Integrated,2.5,1,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,2.8,16,512GB SSD,No OS,2.4,1398,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,2.4,6,1TB HDD,Windows 10,2.3,439,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.8,8,256GB SSD,Windows 10,1.21,1949,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.2,1449,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,2.5,8,256GB SSD,Windows 10,2.2,597,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,2.8,8,1TB HDD,Linux,2.4,779,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.9,1407,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,2.0,4,500GB HDD,No OS,2.1,349,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,No OS,2.2,549,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,2.7,8,512GB SSD,Windows 10,1.05,1499,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.4,931,Intel Core i7 8550U,AMD Radeon 530,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,2.5,8,1TB HDD,No OS,2.8,589,Intel Core i5 7200U,Nvidia GeForce GTX 940MX,HDD,Integrated,1.0,1,Low Budget
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.63,1031,Intel Core i7 8550U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,1.6,1149,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1.8,16,512GB SSD,Windows 10,1.62,1279,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,1.6,8,256GB SSD,Linux,2.2,677,Intel Core i5 8250U,AMD Radeon 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,1.74,899,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.2,1363,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,1.6,8,1TB HDD,Windows 10,2.1,794,Intel Core i5 8250U,Intel UHD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,4.42,2456,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,2.2,832,Intel Core i7 7500U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,2.7,16,1TB HDD,Windows 10,2.3,859,Intel Core i7 7500U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.0,769,Intel Core i5 7200U,Nvidia GeForce 920MX,SSD,Integrated,3.0,1,Mid Budget
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,2.5,8,256GB SSD +  500GB HDD,Windows 10,2.69,891,Intel Core i5 7200U,Nvidia GeForce GTX 950M,Hybrid,Integrated,2.5,1,Mid Budget
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,1.9,1269,Intel Core i7 7500U,AMD FirePro W4190M,HDD,Integrated,1.0,1,Mid Budget
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,2.4,4,1TB HDD,Windows 10,2.37,398,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,1.5,4,500GB HDD,Windows 10,2.1,330,AMD E-Series 9000e,AMD Radeon R2,HDD,Integrated,1.0,1,Low Budget
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,3.2,1499,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.6,859,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.3,8,256GB SSD,Windows 10,1.6,689,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,2.7,16,256GB SSD,Linux,2.36,899,Intel Core i7 7500U,AMD Radeon R7 M445,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire A315-51,Notebook,15.6,1366x768,2.0,4,1TB HDD,Linux,2.1,390,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,2.5,4,128GB SSD +  1TB HDD,Windows 10,2.2,575,AMD A10-Series A10-9620P,AMD Radeon R5 M430,Hybrid,Integrated,2.5,1,Low Budget
Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,2.9,32,512GB SSD +  1TB HDD,Windows 10,4.7,3890,Intel Core i7 7820HK,Nvidia GeForce GTX 1080,Hybrid,Integrated,2.5,1,High Budget
Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.5,846,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,2.0,8,128GB SSD,Windows 10,2.2,589,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Low Budget
Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,1.8,8,128GB SSD +  1TB HDD,Windows 10,2.1,1145,Intel Core i7 8550U,Nvidia GeForce 150MX,Hybrid,Integrated,2.5,1,Mid Budget
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,2.7,8,128GB SSD +  1TB HDD,No OS,2.69,889,Intel Core i7 7500U,Nvidia GeForce GTX 950M,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.56,879,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,256GB SSD,Windows 10,1.38,1079,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.8,8,128GB SSD +  2TB HDD,Windows 10,2.2,985,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
